QuestionBodyAnswerMatch,QuestionTitleAnswerMatch,QuestionUserTagMatch,QuestionBodyKeyWords,QuestionTitleKeyWords,NumQuestionTags,AnswerKeyWords,NumUserTags,QuestionCommentCount,QuestionScore,AnswerCommentCount,NumberOfBadges,NumberOfCommentsMade,NumberOfAnswers,CodedAnswers,Reputation,UpVotes,DownVotes,ProfileViews,HasWebsite,UsefulOrAccepted
52,2,4,63,5,4,96,101,2,4,1,136,237,62,51,5427,1406,7,584,0,0
25,2,434,43,5,3,84,5099,2,118,2,537,1675,2990,2737,204957,224,292,5974,0,0
38,0,0,401,2,3,43,3,2,2,2,13,20,7,5,85,1,0,22,1,0
237,0,2,1419,6,4,295,6,2,2,2,5,6,11,6,32,12,0,10,0,0
35,1,4,338,4,3,74,31,2,0,2,8,17,44,1,329,1,1,68,0,0
39,0,9,147,6,2,42,153,2,0,2,44,99,118,47,2120,88,1,219,1,0
11,0,3,51,6,4,22,37,2,2,2,28,98,22,10,718,512,6,152,1,0
51,3,12,675,5,1,66,117,2,0,7,27,148,120,109,1365,16,5,117,1,0
85,2,20,42,9,3,234,113,3,2,0,49,62,67,36,2265,546,37,407,1,0
52,3,0,98,4,2,121,13,3,177,0,5,4,7,5,87,28,0,33,1,0
15,0,2,636,5,3,18,10,3,0,0,9,13,25,17,71,124,0,28,0,0
18,0,0,297,5,4,37,2,3,9,0,11,5,5,2,215,20,0,55,0,0
37,2,0,124,6,1,62,5,3,16,0,7,3,3,1,84,19,0,6,0,0
145,0,4,714,4,2,151,17,3,0,0,12,60,7,6,357,57,11,62,0,0
43,5,11,37,7,4,123,372,3,5,1,26,205,264,45,4189,281,1,559,0,0
50,0,162,140,6,3,79,415,3,94,1,108,53,169,94,33210,71,26,953,1,0
65,0,16,145,6,2,95,124,3,2,2,53,275,90,67,1062,178,281,176,0,0
86,1,50,382,3,3,104,428,3,0,2,61,502,160,139,4256,282,30,649,0,0
13,1,0,489,3,3,34,9,3,1,2,15,20,12,6,86,30,0,33,1,0
295,112,4,452,12,3,432,16,3,0,8,8,25,22,22,175,14,0,21,1,0
33,0,2,31,6,4,84,25,4,61,0,12,12,17,14,167,43,2,40,1,0
18,0,4,166,4,1,22,30,4,0,0,9,25,47,35,197,11,1,40,0,0
9,1,1,96,9,4,16,177,4,16,5,42,106,131,5,2512,239,18,302,1,0
10,4,8,414,17,3,14,28,4,1,10,18,153,33,24,447,77,30,48,0,0
7,1,0,266,6,5,12,5,5,0,1,1,1,8,2,37,0,0,3,0,0
74,2,412,163,6,2,162,1583,5,0,6,25,2097,1488,626,15579,142,13,2355,0,0
117,4,7,284,6,4,206,22,6,0,3,7,23,12,9,115,9,0,4,0,0
7,0,2,214,4,4,15,66,6,4,3,157,379,50,16,2880,590,29,825,1,0
121,0,8,109,4,2,138,42,6,0,5,15,79,53,49,589,18,0,41,0,0
40,2,71,270,7,2,63,951,7,0,1,39,601,751,161,11102,245,186,865,1,0
180,10,539,201,12,4,239,1174,7,0,1,43,1122,698,695,13470,178,111,945,0,0
67,1,0,120,8,4,210,15,7,2,4,24,146,13,7,786,47,4,70,1,0
12,0,153,120,4,2,28,1055,8,2,0,116,466,579,175,11827,1685,154,1209,1,0
66,8,5531,115,7,2,123,24821,8,1,3,1200,19992,11359,8793,426861,11791,8917,42988,1,0
13,2,11,154,9,3,20,223,9,11,1,749,1920,154,27,21217,784,132,2620,0,0
8,3,0,982,4,2,19,3,9,0,2,3,2,4,3,29,1,0,3,0,0
52,6,26,233,7,5,76,57,9,0,15,33,155,55,30,765,94,7,82,0,0
121,3,93,38,3,5,258,3073,11,0,2,133,5456,1591,1489,39468,1555,162,4354,0,0
158,5,53,184,6,3,211,158,13,0,0,20,229,130,122,1353,47,15,136,0,0
102,7,10,815,8,5,131,57,13,11,1,37,123,51,35,2183,246,3,108,0,0
43,0,1,119,5,2,61,26,13,20,4,19,66,31,24,363,24,0,79,0,0
92,2,21,81,4,5,230,110,5,7,0,22,111,81,75,1132,54,2,83,0,1
57,4,44,714,8,4,65,104,0,0,0,22,107,86,78,1168,30,10,135,1,1
29,0,14,73,2,2,90,106,4,0,0,22,80,91,62,1326,34,6,104,0,1
28,2,25,89,6,3,62,121,3,0,0,22,62,96,22,1011,51,1,150,1,1
32,7,58,108,10,5,57,199,0,0,0,22,77,111,79,2027,43,2,216,1,1
22,2,13,38,8,1,70,238,0,0,0,22,626,155,91,2846,9,0,404,0,1
190,5,4,164,6,4,358,9,0,4,0,23,26,6,5,322,231,0,67,1,1
182,2,3,334,8,3,210,31,2,1,0,23,31,12,8,536,116,2,35,0,1
44,10,4,36,4,2,78,25,0,5,0,23,37,16,8,344,57,4,87,0,1
92,7,13,191,10,5,209,27,0,10,0,23,13,19,7,378,251,0,42,1,1
39,1,1,43,8,1,84,21,0,0,0,23,34,19,0,711,285,0,137,1,1
57,4,8,108,7,2,81,24,4,0,0,23,108,21,14,462,44,0,62,0,1
30,1,8,201,5,5,89,57,1,1,0,23,28,22,17,890,142,1,46,0,1
282,4,24,129,9,5,439,71,3,0,0,23,49,25,22,646,58,5,38,0,1
17,1,8,163,5,3,25,49,4,3,0,23,53,33,28,577,28,5,51,0,1
6,2,9,103,4,3,37,58,0,14,0,23,15,33,24,2307,20,0,51,0,1
40,1,7,88,6,3,132,84,1,1,0,23,48,33,27,942,161,11,57,1,1
36,7,12,81,6,3,74,41,2,1,0,23,110,40,32,462,53,7,82,0,1
36,0,39,183,7,5,66,109,0,0,0,23,81,56,40,1552,147,3,146,1,1
153,10,23,229,6,2,205,94,0,2,0,23,212,67,47,1236,90,14,223,0,1
512,0,26,976,4,1,556,125,0,0,0,23,137,74,71,1462,50,18,61,0,1
22,8,45,23,7,3,75,131,7,2,0,23,82,78,60,1347,24,0,116,0,1
253,3,52,674,6,5,308,90,0,9,0,23,103,80,67,1417,49,3,76,0,1
33,1,26,130,7,4,41,104,4,0,1,22,59,89,68,1025,19,34,62,0,1
29,2,41,196,6,3,52,146,0,2,1,22,116,94,39,1405,28,2,99,0,1
103,3,14,129,7,2,172,45,4,2,1,23,52,16,14,627,44,0,197,0,1
61,18,4,121,8,3,131,32,1,3,1,23,29,17,12,613,61,5,87,1,1
47,3,11,462,11,3,63,26,1,5,1,23,19,22,13,579,123,15,984,0,1
142,26,19,327,7,5,225,61,3,0,1,23,13,25,22,1086,25,5,40,1,1
87,3,10,201,5,3,119,58,0,1,1,23,159,35,31,767,164,11,85,1,1
145,27,2,269,9,2,169,68,0,0,1,23,56,43,37,948,115,2,34,0,1
525,2,27,583,6,4,555,105,0,1,1,23,162,61,54,1115,64,89,162,0,1
72,3,53,62,5,4,90,126,10,0,2,22,226,68,54,1288,122,96,239,0,1
78,7,36,55,6,3,152,180,1,7,2,22,66,126,68,1787,50,2,245,0,1
36,2,36,374,6,3,45,366,1,15,2,278,359,179,130,17989,2754,171,3283,1,1
229,9,173,608,7,1,303,442,0,0,2,23,370,260,259,6002,523,41,284,0,1
27,2,7,1460,11,5,42,15,2,4,2,23,48,6,4,408,17,1,89,1,1
135,6,8,232,8,4,230,29,1,1,2,23,12,18,16,622,202,0,40,0,1
23,2,19,142,3,3,57,56,1,9,2,23,8,21,11,1925,16,8,25,1,1
27,0,6,313,5,4,29,42,1,2,2,23,16,32,8,1250,12,0,69,0,1
51,1,8,136,5,4,230,80,4,0,2,23,85,57,56,1036,235,10,101,1,1
102,1,34,122,7,1,291,120,11,2,2,23,176,70,59,1184,138,12,94,1,1
24,0,26,293,9,2,44,139,2,0,3,22,53,68,58,1795,114,47,96,1,1
274,4,3,219,5,2,473,7,5,1,5,23,50,8,6,199,26,0,74,0,1
31,0,2,145,7,2,36,22,7,241,5,23,15,13,11,982,62,0,53,1,1
29,1,1,52,4,1,67,10,0,76,5,23,20,20,12,649,15,0,39,1,1
180,4,5,102,5,3,274,82,10,12,6,23,110,40,28,945,128,7,625,1,1
64,3,26,322,7,4,100,85,0,1,8,23,78,49,44,644,1103,3,35,1,1
84,7,12,104,6,4,135,109,0,0,8,23,48,59,44,1538,16,5,435,0,1
96,7,1298,109,9,3,181,4946,6,1,9,278,3416,2078,1761,79133,539,626,9712,0,1
26,2,10,46,7,4,93,122,0,2,0,22,71,78,22,1367,15,0,85,1,1
79,0,59,367,5,3,95,126,0,1,0,22,234,82,79,1312,8,11,102,0,1
11,1,4,24,5,4,31,138,0,0,0,22,51,84,17,2292,5,2,83,0,1
76,4,2,6181,6,2,105,6,0,2,0,23,16,2,2,159,17,0,37,0,1
338,4,475,146,7,1,421,1461,3,0,0,23,16970,1796,1570,10510,3514,199,2946,0,1
162,3,3,175,6,2,239,15,3,1,0,23,58,5,5,612,150,3,94,1,1
72,1,5,121,4,2,94,14,0,0,0,23,58,10,7,389,53,5,96,0,1
77,6,5,57,8,3,166,37,1,0,0,23,10,17,11,1681,135,1,92,1,1
16,3,14,972,6,4,28,27,1,1,0,23,31,17,4,392,22,5,195,0,1
163,6,10,89,8,2,349,60,0,0,0,23,23,27,15,1488,13,0,79,0,1
10,0,1,71,9,1,24,43,0,1,0,23,66,29,13,610,81,34,44,0,1
181,2,12,161,3,4,292,85,1,1,0,23,105,29,27,1464,52,4,68,0,1
165,1,3,355,3,2,363,75,0,0,0,23,88,32,15,1675,42,18,156,0,1
24,0,17,84,9,2,56,68,0,43,0,23,30,37,31,1176,142,6,52,0,1
56,0,8,209,9,2,58,40,1,0,0,23,50,38,31,1175,58,0,165,0,1
63,5,11,1182,7,3,75,35,0,1,0,23,84,39,37,497,14,2,118,1,1
118,3,25,260,6,4,158,69,0,1,0,23,91,54,46,949,106,23,66,0,1
8,1,1,52,8,1,14,118,2,1,0,23,130,56,44,1744,76,23,130,1,1
84,2,36,163,6,3,100,137,2,1,0,23,72,69,68,1367,148,15,45,0,1
96,2,34,269,7,3,117,137,0,0,1,22,89,68,59,1601,90,69,94,1,1
29,3,14,123,8,4,67,70,11,2,1,22,92,75,8,983,25,11,98,0,1
42,3,168,237,10,4,81,362,0,0,1,22,294,212,54,4461,77,3,858,0,1
22,1,4,347,10,4,28,12,0,11,1,23,7,7,6,838,4,0,40,1,1
528,4,2,622,5,1,578,18,3,1,1,23,52,13,13,352,46,1,34,0,1
107,1,152,239,7,3,206,466,1,0,1,23,365,293,293,3701,54,63,270,0,1
18,2,18,39,7,5,146,58,0,3,1,23,72,38,25,362,40,11,102,1,1
20,0,41,326,7,2,37,118,0,0,1,23,80,69,55,1464,46,2,88,0,1
94,4,8,196,11,4,124,110,0,2,2,22,111,81,75,1132,54,2,83,0,1
126,0,34,586,7,1,137,107,0,0,2,22,120,94,84,1251,145,8,154,1,1
89,0,748,235,7,2,119,1945,0,2,2,278,4019,839,778,60424,894,945,3332,1,1
280,7,154,512,11,4,354,509,0,1,2,23,113,259,232,7516,78,64,286,0,1
125,22,6,115,9,2,199,45,0,0,2,23,46,33,26,711,80,58,131,0,1
280,6,35,691,7,5,322,128,6,0,2,23,149,55,54,1378,198,20,94,0,1
129,6,47,2452,10,2,175,109,2,0,2,23,164,73,73,1638,61,18,197,1,1
54,0,8,228,12,1,68,33,5,0,2,23,112,74,61,557,39,3,98,0,1
22,2,11,52,8,2,32,29,1,0,3,23,59,22,19,451,66,2,44,1,1
12,1,7,113,7,2,15,47,2,49,3,23,17,28,19,1669,7,0,74,0,1
210,12,14,1217,5,5,288,77,2,1,3,23,40,44,14,1995,393,13,166,0,1
71,4,1,721,5,1,93,54,2,1,3,23,185,74,48,700,35,2,230,0,1
22,2,23,240,4,3,40,66,1,1,4,22,330,68,52,759,45,6,300,0,1
56,5,6,107,5,4,96,23,1,0,4,23,22,11,5,555,77,1,274,0,1
46,4,10,428,4,4,104,36,2,36,4,23,40,19,17,856,15,4,52,0,1
196,11,2,135,6,2,252,67,3,1,4,23,60,50,46,1118,18,3,53,0,1
473,2,19,566,6,5,568,64,0,0,5,23,69,37,36,601,38,2,71,0,1
60,0,19,133,8,3,95,63,2,2,5,23,56,37,25,665,601,9,128,1,1
164,8,40,254,8,3,245,84,5,4,5,23,70,37,37,1198,141,13,36,0,1
632,21,773,356,13,2,889,1945,4,3,6,278,4019,839,778,60424,894,945,3332,1,1
197,12,35,797,10,5,219,76,0,6,6,23,51,43,17,1611,10,0,121,0,1
193,5,38,327,8,2,253,109,0,1,6,23,102,46,45,982,168,31,67,0,1
179,65,97,122,16,5,321,188,0,0,6,23,132,83,82,2055,124,9,146,1,1
47,0,12,156,5,4,57,78,0,0,3,68,296,57,49,1536,468,79,533,1,0
12,0,0,40,3,4,36,7,0,0,2,4,9,15,14,132,1,0,46,0,0
16,9,2,494,6,5,20,13,0,0,0,4,2,8,8,59,9,0,1,0,0
155,3,36,150,5,3,215,90,0,0,3,26,171,57,53,1031,298,19,85,1,0
33,4,0,134,7,4,73,29,0,0,0,25,58,12,8,336,277,4,154,0,0
39,2,65,218,9,2,59,275,0,0,1,45,915,264,178,2561,253,315,564,0,0
46,3,89,168,3,3,78,268,1,0,1,81,111,125,86,8783,526,10,371,1,0
18,3,0,122,11,3,27,31,1,0,3,141,432,16,10,2565,175,7,365,0,0
28,0,11,62,6,2,32,51,1,0,1,34,72,32,29,1061,192,61,52,0,0
9,2,0,45,12,1,13,45,1,0,1,37,48,27,19,1230,200,4,46,0,0
6,0,0,629,6,4,12,3,1,0,0,3,2,8,3,49,1,0,6,0,0
141,2,39,413,5,2,191,97,1,0,0,19,164,105,82,1367,14,6,135,1,0
85,0,895,311,5,3,95,1885,2,0,4,24,10481,2258,2214,15116,15,26,4493,0,0
24,0,3,226,3,1,30,23,2,0,10,7,10,21,11,332,3,1,28,0,0
28,0,0,343,3,1,30,5,2,0,2,10,12,6,4,82,20,0,20,1,0
10,0,13,528,8,2,17,49,2,0,0,21,27,59,45,603,119,20,45,0,0
39,2,667,941,6,4,69,1660,2,0,0,95,2861,950,851,18997,783,1667,1635,1,0
20,2,0,48,9,2,53,3,2,0,2,6,5,2,2,48,4,0,9,0,0
80,2,121,855,8,3,83,367,2,0,1,42,954,490,470,3878,464,101,653,0,0
24,0,0,673,4,3,44,15,2,0,0,24,26,14,6,359,231,4,39,1,0
32,0,5,77,3,2,42,16,3,0,1,50,255,14,11,355,160,5,154,0,0
146,0,84,217,5,2,150,201,3,0,3,99,251,147,127,4322,743,2,709,0,0
30,2,24,837,3,3,38,89,4,0,2,53,101,49,27,969,299,67,125,1,0
70,3,2549,527,7,4,97,4833,4,0,7,169,6336,2981,1449,55321,537,7520,5025,1,0
14,0,0,831,5,3,19,3,4,0,0,24,13,5,3,565,51,2,40,1,0
172,2,291,165,8,2,199,887,4,0,0,49,1923,626,604,7708,1205,1196,1138,0,0
7,1,49,107,5,5,9,210,4,0,1,73,199,165,32,4027,362,42,371,0,0
222,9,15,259,5,3,366,386,4,0,13,247,550,182,169,17418,3191,37,2783,0,0
12,0,0,86,8,3,26,12,4,0,1,26,58,7,5,363,195,1,56,0,0
260,5,24,2883,5,2,332,45,5,0,0,23,85,40,33,1052,33,5,124,0,0
145,4,393,3867,5,4,186,997,5,0,2,267,868,561,473,26178,989,25,1978,1,0
46,9,2,61,8,1,64,33,5,0,8,21,36,27,23,255,122,7,42,1,0
24,1,12,112,4,2,53,53,6,0,2,26,47,29,23,601,524,10,93,0,0
215,7,0,398,5,3,251,8,6,0,9,10,36,7,6,70,24,0,5,0,0
18,0,172,73,7,3,31,1400,10,0,1,163,2268,648,410,20266,3797,202,7223,1,0
64,6,0,479,11,4,79,3,12,0,5,11,10,6,2,27,7,0,32,0,0
80,5,0,495,10,5,117,18,15,0,4,22,54,28,6,586,145,1,117,0,0
154,0,24,178,4,2,213,410,0,1,5,114,402,180,139,16127,534,29,1728,1,0
51,1,38,615,9,3,68,228,0,1,9,19,570,198,167,2393,31,0,557,0,0
137,0,24,1007,7,2,169,57,0,1,0,23,61,51,49,746,105,2,49,0,0
87,6,488,181,11,3,109,4028,0,1,1,276,4024,1491,1277,45308,6906,6431,8419,1,0
24,7,0,48,9,5,85,134,1,1,2,34,115,65,12,2037,361,35,681,1,0
30,5,66,133,7,4,49,214,1,1,2,19,170,160,126,1804,4,3,165,0,0
14,0,14,718,7,4,20,31,1,1,2,13,56,37,30,366,9,0,62,0,0
86,4,22,297,4,5,175,299,1,1,3,37,307,278,47,3857,41,0,377,0,0
10,0,3,107,6,4,17,8,2,1,1,1,2,6,2,54,0,0,2,0,0
127,1,142,380,9,5,183,473,2,1,3,67,566,288,250,5549,465,260,467,0,0
83,4,6,185,9,5,119,15,2,1,16,7,24,15,12,140,20,0,25,0,0
128,1,0,968,6,2,179,4,2,1,1,4,1,4,3,41,0,0,4,0,0
15,4,0,118,5,1,99,2,3,1,4,2,3,4,3,113,0,0,38,0,0
72,9,8,91,14,2,78,742,3,1,3,137,542,366,172,17339,531,58,980,0,0
45,10,2,499,7,2,48,5,3,1,1,2,3,7,7,36,0,0,22,0,0
63,0,14,319,5,2,129,39,0,2,1,39,116,47,38,1525,93,0,213,0,0
15,2,0,88,4,1,24,37,0,2,0,32,51,26,7,825,145,0,320,0,0
137,1,0,423,5,4,159,2,0,2,0,4,8,7,6,19,5,0,2,0,0
44,3,1033,65,7,4,106,4100,0,2,2,167,7839,2668,2215,53331,2234,462,4493,0,0
44,0,11,122,5,2,67,103,0,2,0,17,126,50,46,1261,0,5,127,0,0
10,0,18,174,2,1,20,49,0,2,1,61,129,46,30,1867,225,8,139,0,0
45,0,16,276,6,2,66,57,0,2,3,25,77,58,56,663,11,4,121,1,0
35,0,0,254,6,2,76,5,2,2,1,5,1,3,1,18,85,0,22,0,0
111,2,0,476,8,2,121,6,2,2,1,21,15,10,7,477,28,1,76,1,0
20,2,11,166,4,5,47,57,3,2,0,31,26,48,24,1413,8,1,90,1,0
8,0,2,155,4,4,24,157,3,2,3,17,199,138,101,1893,44,6,132,0,0
172,15,7,123,8,2,453,26,3,2,0,22,4,20,16,895,1,0,90,0,0
40,2,0,160,7,3,52,2,3,2,0,17,34,3,3,184,22,0,35,0,0
239,9,2,221,5,3,314,19,3,2,2,23,60,43,41,920,32,3,30,1,0
28,1,35,59,4,1,81,227,4,2,0,22,85,130,105,2146,107,36,85,0,0
57,1,0,286,5,1,66,172,6,2,2,44,235,99,82,2903,341,86,378,1,0
40,1,31,252,6,5,51,193,10,2,4,583,500,104,56,27619,1911,74,2220,0,0
114,6,196,512,10,4,162,1109,35,2,1,75,1127,746,286,10618,646,1030,972,0,0
42,0,3,87,7,2,78,8,0,3,2,10,15,7,7,105,2,0,20,0,0
54,3,237,134,3,4,73,1924,0,3,5,1691,7279,1099,905,116068,10651,331,11599,1,0
22,1,139,63,4,3,58,891,0,3,0,122,741,414,257,23121,762,70,2840,1,0
64,1,155,645,4,4,71,407,1,3,2,78,511,321,155,6476,103,12,1124,0,0
22,8,2,888,7,5,26,23,2,3,2,12,9,15,12,420,38,0,31,0,0
157,4,26,82,7,2,228,77,2,3,4,360,508,55,40,5286,406,11,592,1,0
108,2,110,264,6,3,135,1262,2,3,6,249,785,539,416,31869,1619,19,4078,1,0
77,4,153,61,6,3,213,1448,4,3,0,453,1287,640,599,60661,7945,74,3522,1,0
10,0,39,189,5,4,24,916,0,4,4,94,438,526,251,18145,549,0,567,1,0
41,0,0,116,9,3,71,4,0,4,1,7,13,6,6,64,2,0,24,1,0
40,5,48,272,10,4,77,801,1,4,3,112,656,395,347,17719,711,80,813,1,0
114,3,0,348,7,4,181,2,1,4,0,3,1,4,4,9,0,0,3,0,0
34,0,41,79,4,3,69,142,5,5,2,105,236,78,37,3327,438,21,688,0,0
44,2,55,174,7,4,56,301,0,6,0,80,272,132,108,6853,915,9,445,0,0
116,11,19,226,7,3,160,38,4,6,2,19,143,21,16,431,116,9,50,0,0
9,1,10,1682,4,5,20,30,0,7,2,24,32,32,20,488,4,1,79,0,0
22,0,14,112,4,4,47,23,3,8,0,13,4,16,0,331,3,0,51,0,0
22,3,2,144,5,1,29,46,1,9,2,105,150,39,29,4877,191,6,381,0,0
82,0,0,235,6,4,110,22,1,10,2,18,35,21,15,650,46,9,144,1,0
83,8,10,117,8,5,209,35,8,10,2,46,75,35,9,864,11,0,134,0,0
63,4,53,181,5,4,105,421,0,12,3,81,235,240,90,5830,218,1,933,1,0
10,4,10,102,12,4,20,29,4,17,0,13,7,20,2,381,11,3,61,0,0
20,1,3,40,4,2,46,20,0,19,1,11,1,13,11,505,32,0,90,0,0
66,1,129,187,8,4,107,5561,2,19,3,427,6680,2489,813,78619,552,486,6948,1,0
17,2,2,35,5,1,74,70,5,23,0,47,110,69,37,1916,82,4,456,1,0
40,9,0,133,6,3,64,15,0,30,0,6,3,10,6,82,6,0,21,0,0
35,10,0,303,8,1,76,11,2,42,0,4,5,10,4,145,15,0,74,1,0
12,0,5,26,6,4,48,2252,0,317,2,1393,3932,1032,598,103418,10212,290,11783,1,0
29,0,0,70,7,3,90,10,2,334,0,8,20,8,7,79,88,0,15,0,0
61,6,1,66,6,1,156,16,6,120,2,15,9,24,24,691,23,0,74,1,0
24,1,4,167,8,3,53,16,3,15,0,18,21,9,5,301,16,0,46,0,1
44,2,1,458,7,1,65,17,0,2,0,18,24,11,3,318,20,0,34,0,1
47,0,7,203,3,3,67,29,0,2,2,18,11,15,12,809,20,0,14,0,1
180,6,13,307,8,4,187,29,0,2,3,18,15,20,10,755,22,0,36,0,1
186,0,25,224,6,4,269,57,0,1,1,18,16,20,14,1372,9,0,72,0,1
34,7,16,29,9,2,68,31,0,4,2,18,21,22,17,775,44,0,111,0,1
57,3,7,309,5,5,93,52,1,8,1,18,10,24,1,879,29,0,76,0,1
52,10,2,215,9,2,90,74,0,1,0,18,31,51,49,730,181,0,104,0,1
52,4,83,127,8,4,92,172,0,1,1,18,41,94,43,1836,28,0,85,0,1
249,150,36,166,8,4,709,164,0,1,2,18,106,103,84,1808,45,0,392,0,1
315,2,43,850,4,5,341,168,1,0,2,18,141,137,134,1720,4,0,126,0,1
68,3,3,884,4,3,75,5,3,0,2,12,14,2,2,55,76,0,9,0,1
69,1,10,138,3,1,85,25,0,3,3,18,15,13,8,776,7,0,22,1,1
41,0,14,670,5,3,69,42,0,0,1,18,16,15,5,450,32,0,51,1,1
52,0,5,271,6,4,76,40,0,11,1,18,4,16,9,528,25,0,24,1,1
271,3,6,442,5,3,476,50,1,19,2,18,25,32,14,891,96,0,77,1,1
27,8,59,215,7,3,62,248,1,4,1,18,69,136,23,2165,32,0,745,1,1
74,0,44,127,8,4,113,219,4,0,0,18,86,155,99,1680,17,0,166,1,1
17,0,67,155,5,5,49,204,0,4,0,18,38,176,0,1846,12,0,549,1,1
28,1,24,159,7,2,41,36,2,0,0,18,21,34,18,625,6,1,45,0,1
132,2,47,344,7,4,210,177,0,0,0,18,172,90,72,1602,8,1,131,0,1
12,6,1,20,8,1,37,7,1,0,0,18,15,8,0,169,38,1,68,1,1
76,0,6,232,7,5,95,22,2,5,2,18,16,8,7,399,32,1,50,1,1
16,4,8,257,7,2,35,26,6,1,1,18,19,16,14,466,164,1,58,1,1
202,11,12,566,8,5,235,18,0,0,0,18,382,18,17,504,97,1,289,1,1
405,4,12,468,9,1,485,52,0,0,6,18,30,18,17,865,26,1,43,1,1
12,0,128,69,4,3,37,343,0,0,0,18,75,274,82,2916,27,1,303,1,1
402,1,13,198,5,2,550,40,4,31,0,18,25,32,32,415,31,1,114,1,1
325,18,21,386,5,1,387,48,0,0,5,18,109,44,25,665,48,1,62,1,1
559,8,17,2116,5,5,644,54,0,0,2,18,63,57,54,618,9,1,124,1,1
431,1,20,416,6,2,595,60,8,0,0,18,74,67,66,640,162,1,56,1,1
13,0,6,64,3,5,41,10,1,9,0,12,3,3,1,182,50,1,8,1,1
102,1,2,86,7,2,183,13,0,9,0,18,34,7,2,179,380,2,50,0,1
41,2,2,96,4,2,95,25,3,36,5,18,21,10,8,371,11,2,18,0,1
89,4,14,289,9,5,174,29,3,5,1,18,25,10,5,545,42,2,102,0,1
316,32,10,248,8,5,483,32,2,6,0,18,14,13,12,678,64,2,8,0,1
88,0,5,87,6,5,145,37,0,0,0,18,1,17,11,1153,8,2,38,0,1
82,0,6,510,7,2,106,27,3,0,0,18,35,23,9,234,54,2,63,0,1
213,8,9,247,5,2,249,36,0,0,3,18,57,34,23,740,12,2,63,0,1
69,5,23,86,7,3,216,74,0,2,1,18,63,36,14,958,213,2,68,0,1
42,5,24,285,10,2,72,145,1,1,0,18,20,71,32,2215,98,2,62,0,1
30,1,3,26,5,3,54,145,5,0,2,18,20,71,32,2215,98,2,62,0,1
19,0,2,127,4,1,47,151,0,1,1,18,100,110,64,1557,18,2,175,0,1
115,0,8,185,3,3,184,12,1,3,3,18,51,7,5,396,77,3,41,0,1
23,1,7,117,16,2,28,23,0,0,0,18,50,18,8,442,45,3,72,0,1
68,2,3,123,4,2,126,31,1,234,6,18,12,23,6,718,590,3,298,0,1
80,8,25,137,4,4,142,65,1,0,3,18,49,30,24,743,21,3,51,0,1
85,3,25,742,5,5,115,62,0,1,0,18,22,44,22,884,51,3,117,0,1
12,0,7,113,3,1,16,90,4,0,1,18,74,56,26,219,24,3,118,0,1
155,9,7,955,4,5,201,18,0,0,0,18,5,7,6,1589,200,4,180,0,1
126,3,13,1516,3,4,195,35,0,0,1,18,45,22,13,533,24,4,22,0,1
52,2,9,609,14,2,84,25,2,2,0,18,55,31,24,384,52,4,62,0,1
76,9,22,142,4,4,168,83,4,1,1,18,24,39,38,867,36,4,52,0,1
71,0,8,137,4,3,82,37,1,0,0,18,23,23,19,583,65,4,61,1,1
69,1,22,85,7,4,123,50,0,1,0,18,33,24,21,589,165,4,36,1,1
22,1,4,131,6,4,49,33,0,1,0,18,42,40,26,476,23,4,125,1,1
71,8,29,316,5,3,108,195,0,1,6,18,193,134,82,2078,67,4,118,1,1
61,4,14,205,5,4,65,31,0,0,0,18,42,27,20,459,70,5,86,0,1
39,7,13,809,10,4,74,19,1,1,0,18,24,11,4,303,35,5,36,1,1
36,0,15,510,5,1,40,76,6,1,3,18,200,55,48,855,61,5,150,1,1
82,2,16,596,8,3,93,40,0,2,0,18,37,20,20,546,47,6,19,0,1
165,2,8,255,7,2,232,61,0,0,1,18,18,30,29,651,163,6,45,0,1
42,2,7,32,5,3,100,17,0,6,0,18,34,27,18,403,18,6,31,1,1
79,0,5,159,3,3,96,21,10,1,1,18,83,37,29,372,39,6,53,1,1
132,1,16,322,9,2,148,91,0,0,0,18,84,68,62,1063,11,7,74,0,1
83,2,22,114,7,3,132,91,0,0,7,18,88,78,68,962,33,7,54,0,1
263,5,64,228,6,2,309,179,1,0,0,18,320,141,139,1900,38,7,207,0,1
123,1,7,271,3,2,139,19,1,0,3,18,7,7,4,479,14,7,17,1,1
33,5,4,80,10,4,98,25,1,16,0,18,5,13,4,515,113,7,60,1,1
121,9,39,160,4,3,195,85,2,1,5,18,124,71,68,1106,30,8,105,0,1
23,1,50,74,3,2,58,130,1,1,0,18,72,73,60,1722,13,9,92,0,1
170,13,28,139,4,3,311,129,2,0,4,18,39,59,30,1464,558,10,58,0,1
132,7,43,111,6,5,362,108,2,0,2,18,144,48,44,1352,129,11,101,0,1
137,1,9,463,4,4,201,191,15,21,0,18,266,161,132,1547,34,12,179,0,1
61,0,4,304,5,1,78,35,0,1,4,18,38,21,10,505,128,13,81,1,1
17,0,1,49,4,1,37,3,3,0,1,18,131,8,8,377,397,14,91,0,1
67,5,17,682,8,5,87,84,2,0,6,18,116,55,47,841,64,14,74,0,1
18,1,2,92,6,2,43,89,0,0,4,18,58,46,39,1208,24,17,101,0,1
72,1,111,67,8,2,96,207,1,0,0,18,651,146,144,2718,44,18,193,0,1
23,0,2,140,3,2,28,31,0,3,0,18,71,39,27,508,196,18,59,1,1
